ID,nDissSteps,pKa,pKa_1,pKa_2,pKaType,pKaType_1,pKaType_2,ChargeA,ChargeA_1,ChargeA_2,ChargeA_3,ChargeB,ChargeB_1,ChargeB_2,ChargeB_3,pKaserror,pKaserror_1,pKaserror_2
254,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
255,3,2.45,4.05,16,-1,-1,0,0,-1,-2,-2,0,0,0,0,0.1,0.1,0.1
256,3,2.6,4.34,16,1,-1,0,0,0,-1,-1,1,0,0,0,0.1,0.1,0.1
257,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
258,3,3.15,15,16,1,0,0,0,0,0,0,1,0,0,0,0.7,0.1,0.1
259,3,0.93,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
260,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
261,3,0.93,15,16,1,0,0,0,0,0,0,1,0,0,0,0.18,0.1,0.1
262,3,-0.011,15,16,1,0,0,0,0,0,0,1,0,0,0,0.2,0.1,0.1
263,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
264,3,3.73,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.1,0.1,0.1
265,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
266,3,0.32,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
267,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
268,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
269,3,4.01,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
270,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
271,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
272,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
273,3,2.16,15,16,1,0,0,0,0,0,0,1,0,0,0,0.11,0.1,0.1
274,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
275,3,2.78,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
276,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
277,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
278,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
279,3,3.26,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
280,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
281,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
282,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
283,3,3.8,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
284,3,0.15,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
285,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
286,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
287,3,5.02,15,16,1,0,0,0,0,0,0,1,0,0,0,0.7,0.1,0.1
288,3,0.75,4.17,16,1,-1,0,0,0,-1,-1,1,0,0,0,0.4,0.2,0.1
289,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
290,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
291,3,2.73,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
292,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
293,3,0.84,5.16,16,-1,1,0,0,-1,-1,-1,1,1,0,0,0.6,0.7,0.1
294,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
295,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
296,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
297,3,0.039,1.58,16,1,-1,0,0,0,-1,-1,1,0,0,0,0.3,0.5,0.1
298,3,0.085,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
299,3,0.42,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
300,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
301,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
302,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
303,3,0.33,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
304,3,0.21,1.54,16,1,1,0,0,0,0,0,2,1,0,0,0.5,0.1,0.1
305,3,1.35,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
306,3,-0.24,15,16,1,0,0,0,0,0,0,2,1,1,1,0.4,0.1,0.1
307,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
308,3,3.64,15,16,1,0,0,0,0,0,0,1,0,0,0,0.41,0.1,0.1
309,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
310,3,0.0069,2.46,16,1,1,0,0,0,0,0,2,1,0,0,0.1,0.7,0.1
311,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
312,3,2.18,3.71,16,1,1,0,0,0,0,0,2,1,0,0,0.2,0.11,0.1
313,3,0.49,15,16,1,0,0,0,0,0,0,1,0,0,0,0.2,0.1,0.1
314,3,14,15,16,0,0,0,-1,-1,-1,-1,1,1,1,1,0.1,0.1,0.1
315,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
316,3,4.39,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
317,3,2.13,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
318,3,0.24,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
319,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
320,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
321,3,0.37,15,16,1,0,0,0,0,0,0,1,0,0,0,0.7,0.1,0.1
322,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
323,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
324,3,0.49,15,16,1,0,0,0,0,0,0,1,0,0,0,0.2,0.1,0.1
325,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
326,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
327,3,0.49,15,16,1,0,0,0,0,0,0,1,0,0,0,0.4,0.1,0.1
328,3,2.88,15,16,1,0,0,0,0,0,0,1,0,0,0,0.3,0.1,0.1
329,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
330,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
331,3,-0.0412,4.8,16,1,1,0,0,0,0,0,2,1,0,0,0.1,0.2,0.1
332,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
333,3,2.33,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
334,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
335,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
336,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
337,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
338,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
339,3,-0.23,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
340,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
341,3,3.62,15,16,1,0,0,0,0,0,0,1,0,0,0,0.12,0.1,0.1
342,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
343,3,3.4,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
344,3,0.0142,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
345,3,0.99,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
346,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
347,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
348,3,2.29,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.16,0.1,0.1
349,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
350,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
351,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
352,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
353,3,3.43,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.36,0.1,0.1
354,3,2.3,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
355,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
356,3,1.84,15,16,1,0,0,0,0,0,0,1,0,0,0,0.7,0.1,0.1
357,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
358,3,2.29,15,16,1,0,0,0,0,0,0,1,0,0,0,0.7,0.1,0.1
359,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
360,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
361,3,2.35,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.2,0.1,0.1
362,3,2.21,3.24,16,-1,-1,0,0,-1,-2,-2,1,1,1,1,0.1,0.1,0.1
363,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
364,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
365,3,1.39,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
366,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
367,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
368,3,3.46,15,16,1,0,0,0,0,0,0,2,1,1,1,0.2,0.1,0.1
369,3,3.28,15,16,1,0,0,0,0,0,0,1,0,0,0,0.2,0.1,0.1
370,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
371,3,2.55,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
372,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
373,3,4.76,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.1,0.1,0.1
374,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
375,3,2.2,2.56,3.16,-1,-1,-1,0,-1,-2,-3,0,0,0,0,0.2,0.1,0.1
376,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
377,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
378,3,1.54,15,16,1,0,0,0,0,0,0,1,0,0,0,0.2,0.1,0.1
379,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
380,3,1.86,15,16,1,0,0,0,0,0,0,2,1,1,1,0.1,0.1,0.1
381,3,4.27,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.3,0.1,0.1
382,3,3.58,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.1,0.1,0.1
383,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
384,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
385,3,1.15,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.5,0.1,0.1
386,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
387,3,1,3.63,16,-1,1,0,0,-1,-1,-1,1,1,0,0,0.6,0.1,0.1
388,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
389,3,14,15,16,0,0,0,-2,-2,-2,-2,0,0,0,0,0.1,0.1,0.1
390,3,4.32,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.1,0.1,0.1
391,3,3.81,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
392,3,1.63,4.12,16,-1,-1,0,0,-1,-2,-2,1,1,1,1,0.2,0.2,0.1
393,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
394,3,3.82,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
395,3,4.41,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
396,3,3.44,15,16,1,0,0,0,0,0,0,2,1,1,1,0.1,0.1,0.1
397,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
398,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
399,3,0.25,15,16,1,0,0,-1,-1,-1,-1,1,0,0,0,0.7,0.1,0.1
400,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
401,3,2.15,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.1,0.1,0.1
402,3,0.59,15,16,1,0,0,-1,-1,-1,-1,1,0,0,0,0.7,0.1,0.1
403,3,2.94,4.39,16,1,1,0,0,0,0,0,2,1,0,0,0.1,0.1,0.1
404,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
405,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
406,3,3.78,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
407,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
408,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
409,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
410,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
411,3,3.18,4.48,16,-1,1,0,0,-1,-1,-1,1,1,0,0,0.1,0.25,0.1
412,3,4.04,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.1,0.1,0.1
413,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
414,3,3.97,15,16,1,0,0,0,0,0,0,2,1,1,1,0.5,0.1,0.1
415,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
416,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
417,3,1.22,3.75,16,1,1,0,0,0,0,0,2,1,0,0,0.1,0.1,0.1
418,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
419,3,3.36,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
420,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
421,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
422,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
423,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
424,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
425,3,3.18,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.1,0.1,0.1
426,3,1.76,15,16,1,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.1
427,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
428,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
429,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
430,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
431,3,3.18,15,16,1,0,0,0,0,0,0,2,1,1,1,0.5,0.1,0.1
432,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
433,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
434,3,-0.11,3.99,16,1,1,0,0,0,0,0,3,2,1,1,0.1,0.7,0.1
435,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
436,3,1.23,2.19,16,1,1,0,0,0,0,0,2,1,0,0,0.1,0.2,0.1
437,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
438,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
439,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
440,3,4.25,15,16,1,0,0,0,0,0,0,2,1,1,1,0.33,0.1,0.1
441,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
442,3,4.71,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.1,0.1,0.1
443,3,4.46,15,16,1,0,0,0,0,0,0,2,1,1,1,0.1,0.1,0.1
444,3,2.84,15,16,1,0,0,0,0,0,0,1,0,0,0,0.2,0.1,0.1
445,3,4.22,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.3,0.1,0.1
446,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
447,3,3.12,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.5,0.1,0.1
448,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
449,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
450,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
451,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
452,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
453,3,0.65,15,16,1,0,0,0,0,0,0,2,1,1,1,0.7,0.1,0.1
454,3,3.82,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
455,3,1.95,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.5,0.1,0.1
456,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
457,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
458,3,4.46,15,16,1,0,0,0,0,0,0,2,1,1,1,0.1,0.1,0.1
459,3,4.46,15,16,1,0,0,0,0,0,0,2,1,1,1,0.1,0.1,0.1
460,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
461,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
462,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
463,3,4.57,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
464,3,3.85,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.1,0.1,0.1
465,3,14,15,16,0,0,0,0,0,0,0,2,2,2,2,0.1,0.1,0.1
466,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
467,3,1.7,2.66,16,1,-1,0,0,0,-1,-1,1,0,0,0,0.1,0.5,0.1
468,3,2.49,2.68,16,-1,-1,0,0,-1,-2,-2,1,1,1,1,0.24,0.5,0.1
469,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
470,3,3.97,15,16,1,0,0,0,0,0,0,2,1,1,1,0.1,0.1,0.1
471,3,4.72,15,16,1,0,0,0,0,0,0,1,0,0,0,0.12,0.1,0.1
472,3,2.18,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.1,0.1,0.1
473,3,2.85,15,16,1,0,0,0,0,0,0,2,1,1,1,0.4,0.1,0.1
474,3,0.29,15,16,1,0,0,0,0,0,0,1,0,0,0,0.3,0.1,0.1
475,3,3.12,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.5,0.1,0.1
476,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
477,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
478,3,2.06,15,16,1,0,0,0,0,0,0,2,1,1,1,0.7,0.1,0.1
479,3,1.25,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
480,3,14,15,16,0,0,0,0,0,0,0,2,2,2,2,0.1,0.1,0.1
481,3,0.61,1.51,16,-1,-1,0,0,-1,-2,-2,1,1,1,1,0.5,0.5,0.1
482,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
483,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
484,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
485,3,2.6,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.4,0.1,0.1
486,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
487,3,0.63,15,16,1,0,0,0,0,0,0,2,1,1,1,0.2,0.1,0.1
488,3,3.61,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
489,3,4.33,15,16,1,0,0,0,0,0,0,1,0,0,0,0.2,0.1,0.1
490,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
491,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
492,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
493,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
494,3,2.38,15,16,1,0,0,0,0,0,0,2,1,1,1,0.5,0.1,0.1
495,3,0.33,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1,0.3,0.1,0.1
496,3,3.7,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0,0.4,0.1,0.1
497,3,1.89,2.42,4.67,-1,-1,1,0,-1,-2,-2,2,2,2,1,0.2,0.2,0.5
498,3,4.54,4.67,16,1,-1,0,0,0,-1,-1,1,0,0,0,0.1,0.1,0.1
499,3,0.93,15,16,1,0,0,0,0,0,0,1,0,0,0,0.3,0.1,0.1
500,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
501,3,0.25,15,16,1,0,0,0,0,0,0,2,1,1,1,0.4,0.1,0.1
502,3,3.51,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
503,3,2.31,15,16,1,0,0,0,0,0,0,2,1,1,1,0.3,0.1,0.1
504,3,0.5,15,16,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1
505,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
506,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
507,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
508,3,0.0796,15,16,1,0,0,0,0,0,0,1,0,0,0,0.7,0.1,0.1
509,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1
